data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-01-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3641,466,4107,50308,54415,-92,1146,423074,25903,,,503392,5077338,2685264,,38,,,,,,,,
2021-01-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3651,462,4113,50850,54963,548,2245,424720,25954,,,505637,5109218,2694848,,19,,,,,,,,
2021-01-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3614,468,4082,52018,56100,1137,2587,426098,26026,,,508224,5137863,2704477,,26,,,,,,,,
2021-01-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3601,466,4067,53087,57154,1054,2205,427181,26094,,,510429,5171810,2713639,,19,,,510402,27,5164398,7412,ITC,ITC4
2021-01-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3664,454,4118,53880,57998,844,2134,428393,26172,,,512563,5207127,2722288,,12,,,512518,45,5191114,16013,ITC,ITC4
2021-01-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3610,452,4062,52080,56142,-1856,1603,431787,26237,,,514166,5232178,2729492,,22,,,514072,94,5212191,19987,ITC,ITC4
2021-01-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3553,449,4002,49562,53564,-2578,1189,435509,26282,,,515355,5248516,2734701,,8,,,515233,122,5226157,22359,ITC,ITC4
2021-01-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3619,425,4044,49417,53461,-103,930,436485,26339,,,516285,5272645,2739301,,34,,,516142,143,5241116,31529,ITC,ITC4
2021-01-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3650,428,4078,49620,53698,237,1876,438058,26405,,,518161,5311238,2748344,,27,,,517952,209,5270348,40890,ITC,ITC4
2021-01-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3644,411,4055,49000,53055,-643,2234,440880,26460,,,520395,5348951,2757927,,16,,,520147,248,5298356,50595,ITC,ITC4
2021-01-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3579,408,3987,49228,53215,160,1969,442631,26518,,,522364,5383007,2766601,,21,,,522095,269,5323433,59574,ITC,ITC4
2021-01-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3499,398,3897,48571,52468,-747,1535,444809,26622,,,523899,5414816,2773895,,14,,,523621,278,5346945,67871,ITC,ITC4
2021-01-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3428,405,3833,49171,53004,536,1375,445604,26666,,,525274,5437998,2780425,,19,,,524902,372,5365448,72550,ITC,ITC4
2021-01-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3412,407,3819,46158,49977,-3027,1484,450069,26712,,,526758,5456775,2786712,,19,,,526376,382,5381975,74800,ITC,ITC4
2021-01-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3530,392,3922,45046,48968,-1009,1230,452231,26789,,,527988,5480815,2791088,,27,,,527298,690,5393263,87552,ITC,ITC4
2021-01-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3573,377,3950,45088,49038,70,2293,454392,26851,,,530281,5525624,2800749,,8,,,529252,1029,5426129,99495,ITC,ITC4
2021-01-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3537,371,3908,45931,49839,801,2603,456106,26939,,,532884,5567301,2811665,,18,,,531566,1318,5457271,110030,ITC,ITC4
2021-01-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3490,379,3869,45645,49514,-325,1900,458254,27016,,,534784,5601457,2820413,,28,,,533337,1447,5481950,119507,ITC,ITC4
2021-01-30T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3454,377,3831,46310,50141,627,1832,459401,27074,,,536616,5640919,2829643,,19,,,535301,1315,5510184,130735,ITC,ITC4
2021-01-31T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3503,362,3865,47212,51077,936,1438,459879,27098,,,538054,5665413,2837007,,7,,,536665,1389,5531042,134371,ITC,ITC4
2021-02-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3489,371,3860,44615,48475,-2602,1093,463522,27150,,,539147,5682564,2842721,,26,,,537728,1419,5545650,136914,ITC,ITC4
2021-02-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3544,361,3905,42654,46559,-1916,912,466287,27213,,,540059,5705263,2847233,,21,,,538440,1619,5558207,147056,ITC,ITC4
2021-02-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3554,359,3913,43432,47345,786,1738,467193,27259,,,541797,5743914,2856882,,20,,,540016,1781,5586597,157317,ITC,ITC4
2021-02-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3539,362,3901,42995,46896,-449,1746,469348,27299,,,543543,5776961,2865764,,29,,,541623,1920,5611029,165932,ITC,ITC4
2021-02-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3549,359,3908,44294,48202,1306,2504,470500,27345,,,546047,5815964,2877075,,15,,,543996,2051,5640491,175473,ITC,ITC4
2021-02-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3540,354,3894,44415,48309,107,1923,472266,27395,,,547970,5852056,2885842,,22,,,545694,2276,5665314,186742,ITC,ITC4
2021-02-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3467,358,3825,45015,48840,531,1515,473192,27453,,,549485,5879680,2894441,,14,,,547114,2371,5687920,191760,ITC,ITC4
2021-02-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3491,362,3853,42521,46374,-2466,895,476502,27504,,,550380,5893600,2899283,,22,,,547948,2432,5699756,193844,ITC,ITC4
2021-02-09T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3553,363,3916,43123,47039,665,1625,477407,27559,,,552005,5923079,2906344,,27,,,549315,2690,5719228,203851,ITC,ITC4
2021-02-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3564,371,3935,42676,46611,-428,1849,479645,27598,,,553854,5959396,2915298,,29,,,550928,2926,5744466,214930,ITC,ITC4
2021-02-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3550,368,3918,43092,47010,399,2434,481626,27652,,,556288,6001331,2927173,,13,,,553231,3057,5776324,225007,ITC,ITC4
2021-02-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3583,359,3942,44528,48470,1460,2526,482645,27699,,,558814,6039796,2938732,,19,,,555543,3271,5805725,234071,ITC,ITC4
2021-02-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3574,365,3939,45212,49151,681,2277,484180,27760,,,561091,6080774,2948767,,17,,,557522,3569,5832374,248400,ITC,ITC4
2021-02-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3562,364,3926,46691,50617,1466,1987,484680,27781,,,563078,6111063,2958489,,10,,,559369,3709,5856236,254827,ITC,ITC4
2021-02-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3572,366,3938,44692,48630,-1987,945,487577,27816,,,564023,6125323,2963592,,19,,,560291,3732,5868307,257016,ITC,ITC4
2021-02-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3693,373,4066,44607,48673,43,1696,489192,27854,,,565719,6155169,2971445,,30,,,561691,4028,5888824,266345,ITC,ITC4
2021-02-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3740,363,4103,44590,48693,20,1764,490907,27883,,,567483,6193465,2980514,,8,,,563153,4330,5913564,279901,ITC,ITC4
2021-02-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3716,368,4084,45889,49973,1280,2540,492112,27938,,,570023,6235973,2992098,,29,,,565413,4610,5943704,292269,ITC,ITC4
2021-02-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3733,373,4106,47683,51789,1816,3724,493987,27971,,,573747,6287867,3007961,,22,,,568878,4869,5982546,305321,ITC,ITC4
2021-02-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3722,382,4104,49261,53365,1576,3019,495393,28008,,,576766,6331879,3021909,,31,,,571580,5186,6014678,317201,ITC,ITC4
2021-02-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3741,386,4127,50918,55045,1680,2514,496177,28058,,,579280,6365027,3033240,,16,,,573899,5381,6042069,322958,ITC,ITC4
2021-02-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3826,391,4217,49152,53369,-1676,1491,499299,28103,,,580771,6382898,3039913,,26,,,575328,5443,6057388,325510,ITC,ITC4
2021-02-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3917,408,4325,50390,54715,1346,2480,500390,28146,,,583251,6418047,3049391,,29,,,577257,5994,6079928,338119,ITC,ITC4
2021-02-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3946,406,4352,50873,55225,510,3310,503152,28184,,,586561,6468315,3061940,,24,,,579930,6631,6114087,354228,ITC,ITC4
2021-02-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4024,407,4431,53397,57828,2603,4243,504748,28228,,,590804,6519788,3077516,,30,,,583731,7073,6151289,368499,ITC,ITC4
2021-02-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4034,416,4450,56817,61267,3439,4557,505819,28275,,,595361,6566513,3092577,,38,,,587855,7506,6185743,380770,ITC,ITC4
2021-02-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4062,435,4497,59217,63714,2447,4191,507514,28324,,,599552,6612378,3106090,,38,,,591500,8052,6218549,393829,ITC,ITC4
2021-02-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4118,426,4544,61797,66341,2627,3529,508379,28361,,,603081,6649629,3119343,,19,,,594685,8396,6248623,401006,ITC,ITC4
2021-03-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4224,441,4665,60337,65002,-1339,2135,511811,28403,,,605216,6670200,3126924,,36,,,596710,8506,6265492,404708,ITC,ITC4
2021-03-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4408,476,4884,62806,67690,2688,3762,512830,28458,,,608978,6712252,3137037,,59,,,599354,9624,6291480,420772,ITC,ITC4
2021-03-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4545,506,5051,64285,69336,1646,4590,515714,28518,,,613568,6767863,3151288,,44,,,602818,10750,6328217,439646,ITC,ITC4
2021-03-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4735,532,5267,67127,72394,3058,5174,517771,28577,,,618742,6821426,3167660,,56,,,607373,11369,6366989,454437,ITC,ITC4
2021-03-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4804,543,5347,70781,76128,3734,5210,519186,28638,,,623952,6878580,3183943,,57,,,611853,12099,6406675,471905,ITC,ITC4
2021-03-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4934,565,5499,75155,80654,4526,5658,520251,28705,,,629610,6937085,3200247,,50,,,616582,13028,6446399,490686,ITC,ITC4
2021-03-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5058,573,5631,76577,82208,1554,4397,523031,28738,,,633977,6979676,3214062,,18,,,620289,13688,6478543,501133,ITC,ITC4
2021-03-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5200,597,5797,74332,80129,-2079,2301,527359,28790,,,636278,7002672,3222181,,46,,,622345,13933,6497863,504809,ITC,ITC4
2021-03-09T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5416,611,6027,76316,82343,2214,4084,529166,28853,,,640362,7050291,3233592,,56,,,625192,15170,6527869,522422,ITC,ITC4
2021-03-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5584,617,6201,78866,85067,2724,4422,530794,28923,,,644784,7105826,3247120,,53,,,628606,16178,6563832,541994,ITC,ITC4
2021-03-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5718,645,6363,82305,88668,3601,5849,532961,29004,,,650633,7168048,3263973,,78,,,633511,17122,6607622,560426,ITC,ITC4
2021-03-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5909,667,6576,86149,92725,4057,6262,535077,29093,,,656895,7229002,3280523,,39,,,638816,18079,6648598,580404,ITC,ITC4
2021-03-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6068,694,6762,87731,94493,1768,5809,539052,29159,,,662704,7288380,3296269,,54,,,643597,19107,6688718,599662,ITC,ITC4
2021-03-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6077,714,6791,90696,97487,2994,4334,540331,29220,,,667038,7333393,3309332,,39,,,647443,19595,6722311,611082,ITC,ITC4
2021-03-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6198,728,6926,86237,93163,-4324,2185,546761,29299,,,669223,7354998,3316622,,38,,,649324,19899,6739858,615140,ITC,ITC4
2021-03-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6474,765,7239,88537,95776,2613,4235,548302,29380,,,673458,7404066,3327916,,83,,,652337,21121,6769491,634575,ITC,ITC4
2021-03-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6641,781,7422,88343,95765,-11,4490,552724,29459,,,677948,7463075,3341526,,81,,,655859,22089,6808283,654792,ITC,ITC4
2021-03-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6744,786,7530,91539,99069,3304,5641,554969,29551,,,683589,7526272,3358604,,58,,,660550,23039,6852175,674097,ITC,ITC4
2021-03-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6796,788,7584,93320,100904,1835,5518,558572,29631,,,689107,7591271,3376026,,52,,,666207,22900,6897026,694245,ITC,ITC4
2021-03-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6891,791,7682,96769,104451,3547,4810,559757,29709,,,693917,7647654,3391168,ieri  19/3 il totale degli  a Casi identificati da test molecolare corrispondeva a   665257 mentre il totale dei  Casi identificati da test antigenico: 23850 ,54,,,669097,24820,6935892,711762,ITC,ITC4
2021-03-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6926,806,7732,98043,105775,1324,4003,562346,29799,,,697920,7693804,3403800,,36,,,672426,25494,6971036,722768,ITC,ITC4
2021-03-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6952,822,7774,90789,98563,-7212,2105,571586,29876,,,700025,7715536,3410522,,41,,,674198,25827,6989161,726375,ITC,ITC4
2021-03-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7165,836,8001,90255,98256,-307,3643,575437,29975,,,703668,7762711,3421944,,72,,,676700,26968,7019157,743554,ITC,ITC4
2021-03-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7178,845,8023,92149,100172,1916,4282,577693,30085,,,707950,7822337,3435033,,65,,,680097,27853,7058780,763557,ITC,ITC4
2021-03-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7132,845,7977,94101,102078,1906,5046,580733,30185,,,712996,7882033,3449180,,26,,,684356,28640,7100338,781695,ITC,ITC4
2021-03-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7111,848,7959,96696,104655,2577,5077,583133,30285,,,718073,7942837,3463092,,86,,,688596,29477,7140477,802360,ITC,ITC4
2021-03-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7124,852,7976,98651,106627,1972,4884,585943,30387,,,722957,8004306,3476591,,46,,,692603,30354,7182569,821737,ITC,ITC4
2021-03-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7069,868,7937,94754,102691,-3936,3520,593324,30462,,,726477,8047640,3487241,,53,,,695492,30985,7214793,832847,ITC,ITC4
2021-03-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6994,870,7864,87941,95805,-6886,1793,601915,30550,,,728270,8068777,3493056,,22,,,697000,31270,7232424,836353,ITC,ITC4
2021-03-30T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7109,862,7971,88551,96522,717,3271,604384,30635,,,731541,8113066,3500365,,58,,,699071,32470,7256152,856914,ITC,ITC4
2021-03-31T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7033,863,7896,87959,95855,-667,3943,608894,30735,,,735484,8169813,3511485,,54,,,702162,33322,7293704,876109,ITC,ITC4
2021-04-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6823,860,7683,88351,96034,179,4483,613071,30862,,,739967,8228701,3524343,,63,,,705953,34014,7334638,894063,ITC,ITC4
2021-04-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6703,857,7560,89096,96656,622,3941,616293,30959,,,743908,8286122,3535618,,49,,,709183,34725,7372047,914075,ITC,ITC4
2021-04-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6660,862,7522,86603,94125,-2531,4132,622859,31056,,,748040,8344076,3546660,,53,,,712625,35415,7409877,934199,ITC,ITC4
2021-04-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6622,864,7486,86478,93964,-161,3003,625949,31130,,,751043,8385613,3555096,,22,,,715088,35955,7438506,947107,ITC,ITC4
2021-04-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6626,858,7484,86947,94431,467,1358,626759,31211,,,752401,8402953,3560052,,38,,,716350,36051,7453762,949191,ITC,ITC4
2021-04-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6643,845,7488,76211,83699,-10732,841,638279,31264,,,753242,8413420,3562362,,39,,,716967,36275,7461447,951973,ITC,ITC4
2021-04-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6595,834,7429,74864,82293,-1406,2569,642145,31373,,,755811,8460138,3568955,,46,,,718677,37134,7489069,971069,ITC,ITC4
2021-04-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6501,830,7331,74664,81995,-298,2537,644850,31503,,,758348,8514418,3578375,,56,,,720593,37755,7525516,988902,ITC,ITC4
2021-04-09T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6252,828,7080,74499,81579,-416,3289,648463,31595,,,761637,8570894,3589306,,39,,,723407,38230,7564816,1006078,ITC,ITC4
2021-04-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6059,824,6883,72155,79038,-2541,2974,653897,31676,,,764611,8624027,3599216,,21,,,725906,38705,7600428,1023599,ITC,ITC4
2021-04-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5896,814,6710,72770,79480,442,2302,655680,31753,,,766913,8665330,3608226,,37,,,727794,39119,7631036,1034294,ITC,ITC4
2021-04-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5763,811,6574,66113,72687,-6793,997,663408,31815,,,767910,8684352,3612893,,13,,,728637,39273,7646756,1037596,ITC,ITC4
2021-04-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5727,787,6514,64827,71341,-1346,1975,666635,31909,,,769885,8722842,3618520,,58,,,729977,39908,7667284,1055558,ITC,ITC4
2021-04-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5589,781,6370,63694,70064,-1277,2153,669980,31994,,,772038,8773329,3627106,,30,,,731704,40334,7699523,1073806,ITC,ITC4
2021-04-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5387,739,6126,61792,67918,-2146,2722,674783,32059,,,774760,8825622,3636819,,26,,,734004,40756,7734768,1090854,ITC,ITC4
2021-04-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5131,728,5859,61536,67395,-523,2431,677650,32146,,,777191,8872725,3645332,,44,,,735988,41203,7764825,1107900,ITC,ITC4
2021-04-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4901,723,5624,62177,67801,406,2546,679716,32220,,,779737,8922895,3654320,,15,,,738112,41625,7797568,1125327,ITC,ITC4
2021-04-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4716,722,5438,60939,66377,-1424,1782,682858,32284,,,781519,8957094,3661560,,20,,,739571,41948,7822871,1134223,ITC,ITC4
2021-04-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4623,708,5331,54201,59532,-6845,1040,690708,32319,,,782559,8975848,3669686,,27,,,740439,42120,7837927,1137921,ITC,ITC4
2021-04-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4639,675,5314,53005,58319,-1213,1670,693524,32386,,,784229,9022749,3683455,,15,,,741478,42751,7858791,1163958,ITC,ITC4
2021-04-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4522,667,5189,52601,57790,-529,2095,696076,32458,,,786324,9072166,3698402,,25,,,743136,43188,7891243,1180923,ITC,ITC4
2021-04-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4352,653,5005,52742,57747,-43,2509,698574,32512,,,788833,9124336,3715078,,27,,,745247,43586,7925900,1198436,ITC,ITC4
2021-04-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4185,644,4829,51620,56449,-1298,2304,702119,32569,,,791137,9171176,3730373,,22,,,747095,44042,7956066,1215110,ITC,ITC4
2021-04-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4050,611,4661,52432,57093,644,2313,703739,32618,,,793450,9221632,3746851,,24,,,748936,44514,7987237,1234395,ITC,ITC4
2021-04-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3886,610,4496,53126,57622,529,1967,705138,32657,,,795417,9260614,3761429,,11,,,750483,44934,8014116,1246498,ITC,ITC4
2021-04-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3824,601,4425,48539,52964,-4658,872,710637,32688,,,796289,9277607,3769297,,12,,,751195,45094,8027698,1249909,ITC,ITC4
2021-04-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3819,582,4401,48650,53051,87,1369,711865,32742,,,797658,9313405,3782967,,31,,,751954,45704,8044612,1268793,ITC,ITC4
2021-04-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3707,575,4282,47987,52269,-782,2442,715042,32789,,,800100,9370398,3801519,,35,,,753993,46107,8081321,1289077,ITC,ITC4
2021-04-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3597,557,4154,47920,52074,-195,2306,717503,32829,,,802406,9421651,3819243,,17,,,755939,46467,8114198,1307453,ITC,ITC4
2021-04-30T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3495,550,4045,48440,52485,411,2214,719265,32870,,,804620,9475296,3838002,,16,,,757809,46811,8147639,1327657,ITC,ITC4
2021-05-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3403,536,3939,47684,51623,-862,2139,722214,32922,,,806759,9534440,3857911,,16,,,759505,47254,8180997,1353443,ITC,ITC4
2021-05-02T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3290,542,3832,48454,52286,663,1287,722815,32945,,,808046,9564689,3869494,,17,,,760658,47388,8205723,1358966,ITC,ITC4
2021-05-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3215,535,3750,44527,48277,-4009,637,727433,32973,,,808683,9579976,3877234,,28,,,761173,47510,8217108,1362868,ITC,ITC4
2021-05-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3263,525,3788,44395,48183,-94,1354,728840,33014,,,810037,9619341,3892095,,25,,,762037,48000,8235605,1383736,ITC,ITC4
2021-05-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3188,519,3707,43581,47288,-895,1557,731260,33046,,,811594,9669592,3908890,,20,,,763309,48285,8268008,1401584,ITC,ITC4
2021-05-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3072,513,3585,44467,48052,764,2151,732612,33081,,,813745,9724314,3927391,,22,,,765116,48629,8304262,1420052,ITC,ITC4
2021-05-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2968,491,3459,43647,47106,-946,1759,735292,33106,,,815504,9775509,3944562,,24,,,766578,48926,8336154,1439355,ITC,ITC4
2021-05-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2850,490,3340,42214,45554,-1552,1584,738385,33149,,,817088,9828006,3962547,,13,,,767842,49246,8366543,1461463,ITC,ITC4
2021-05-09T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2726,492,3218,42506,45724,170,1326,739508,33182,,,818414,9867304,3977431,,24,,,768940,49474,8394591,1472713,ITC,ITC4
2021-05-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2668,479,3147,38554,41701,-4023,583,744091,33205,,,818997,9883527,3985109,,3,,,769420,49577,8407427,1476100,ITC,ITC4
2021-05-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2556,454,3010,37726,40736,-965,788,745814,33235,,,819785,9917506,3997531,,17,,,769775,50010,8421792,1495714,ITC,ITC4
2021-05-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2441,448,2889,36982,39871,-865,1198,747841,33271,,,820983,9968164,4013270,,17,,,770734,50249,8453749,1514415,ITC,ITC4
2021-05-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2351,417,2768,36776,39544,-327,1396,749551,33284,,,822379,10017648,4029571,,7,,,771898,50481,8485395,1532253,ITC,ITC4
2021-05-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2251,411,2662,36027,38689,-855,1160,751543,33307,,,823539,10061653,4044528,,14,,,772897,50642,8512675,1548978,ITC,ITC4
2021-05-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2159,390,2549,36177,38726,37,1154,752638,33329,,,824693,10110605,4060617,,7,,,773828,50865,8541824,1568781,ITC,ITC4
2021-05-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2053,382,2435,36079,38514,-212,796,753628,33347,,,825489,10142990,4073166,,7,,,774480,51009,8563834,1579156,ITC,ITC4
2021-05-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2028,371,2399,35839,38238,-276,675,754566,33360,,,826164,10163812,4082150,,10,,,775115,51049,8581589,1582223,ITC,ITC4
2021-05-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1992,353,2345,35468,37813,-425,598,755558,33391,,,826762,10196842,4094111,,16,,,775454,51308,8596292,1600550,ITC,ITC4
2021-05-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1920,337,2257,34985,37242,-571,936,757040,33416,,,827698,10245843,4109666,,4,,,776212,51486,8626829,1619014,ITC,ITC4
2021-05-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1755,316,2071,34312,36383,-859,1003,758880,33438,,,828701,10289952,4124301,,8,,,777072,51629,8654602,1635350,ITC,ITC4
2021-05-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1662,308,1970,34251,36221,-162,847,759878,33449,,,829548,10335010,4139148,,3,,,777757,51791,8682091,1652919,ITC,ITC4
2021-05-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1566,298,1864,33552,35416,-805,828,761498,33462,,,830376,10382386,4154385,,10,,,778441,51935,8710732,1671654,ITC,ITC4
2021-05-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1480,294,1774,33847,35621,205,711,761995,33471,,,831087,10415363,4167016,,3,,,779042,52045,8733238,1682125,ITC,ITC4
2021-05-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1473,284,1757,33883,35640,19,249,762218,33478,,,831336,10428882,4173990,,13,,,779264,52072,8743825,1685057,ITC,ITC4
